cohort,label,n_paired,dPC5,dPC9,dPC10,directions_correct
Wang_RA,RA dx→fu (mixed treatment),38.0,0.4066733717918396,1.0973310470581055,1.3610111474990845,2
Filbin_COVID,Acute COVID D0→D3,40.0,0.24320976436138153,-0.14710502326488495,-0.6366536021232605,0
TB_cure,TB pre→post antibiotic,76.0,-4.18308687210083,3.3353490829467773,2.0536367893218994,3
HCV_DAA,HCV pre→post DAA,4.0,0.5611963272094727,-2.1642184257507324,-2.4103095531463623,0
bariatric_RYGB,Pre→post RYGB,,-14.672977447509766,3.9191110134124756,2.063007354736328,3
