cohort	metadata	metric	n_meta	gizmo_best_pc	gizmo_strength	gizmo_raw_p	mofa_best_factor	mofa_strength	mofa_raw_p	n_cohort_tests	bonf_cohort_thr	bonf_global_thr	gizmo_pc_var_frac	mofa_factor_var_frac	gizmo_survives_bonf_cohort	gizmo_survives_bonf_global	mofa_survives_bonf_cohort	mofa_survives_bonf_global
CPTAC_COAD	mucinous	auc	109	2	0.3254901960784315	0.0215233863364858	4	0.3983193277310923	0.0048945124591001	26	0.0019230769230769232	0.00027624309392265195	0.11388571651080141	0.0030057051504846347	False	False	False	False
CPTAC_COAD	subsite	spearman	109	4	0.3248196235983818	0.0006808505859131	4	0.2285625010476102	0.0184441903541879	26	0.0019230769230769232	0.00027624309392265195	0.02752193864010523	0.0030057051504846347	False	False	False	False
CPTAC_COAD	pathology_t_stage	spearman	110	1	0.1394839332624795	0.1518860925311288	5	0.1813570659332599	0.061557177226008	26	0.0019230769230769232	0.00027624309392265195	0.4198899720197963	0.020582054450260963	False	False	False	False
CPTAC_COAD	stage	spearman	110	2	0.2782888281816079	0.0037032149948424	3	0.3040243902884558	0.0014544140895168	26	0.0019230769230769232	0.00027624309392265195	0.11388571651080141	0.0019157753857002911	False	False	False	False
CPTAC_COAD	cea	spearman	63	2	0.1690642139441636	0.1965871331684749	6	0.2118167231592447	0.104225450914545	26	0.0019230769230769232	0.00027624309392265195	0.11388571651080141	0.0002748562595531885	False	False	False	False
CPTAC_COAD	vascular_invasion	auc	102	5	0.2996987951807228	0.0591718996927045	7	0.3373493975903614	0.0336232986058649	26	0.0019230769230769232	0.00027624309392265195	0.022073381313303907	0.002669745020096401	False	False	False	False
CPTAC_COAD	lymphatic_invasion	auc	103	5	0.3065268065268065	0.0289445262013925	7	0.2459207459207459	0.0798506229580219	26	0.0019230769230769232	0.00027624309392265195	0.022073381313303907	0.002669745020096401	False	False	False	False
CPTAC_COAD	perineural_invasion	auc	98	5	0.2844827586206895	0.1905435417281947	4	0.1551724137931034	0.4805007710395652	26	0.0019230769230769232	0.00027624309392265195	0.022073381313303907	0.0030057051504846347	False	False	False	False
CPTAC_COAD	synchronous_tumors	auc	106	2	0.431578947368421	0.033394351705063	7	0.4175438596491229	0.0395957979125857	26	0.0019230769230769232	0.00027624309392265195	0.11388571651080141	0.002669745020096401	False	False	False	False
CPTAC_COAD	polyps_history	auc	97	2	0.3642105263157895	0.0147487270368221	3	0.3628070175438596	0.0151373609301949	26	0.0019230769230769232	0.00027624309392265195	0.11388571651080141	0.0019157753857002911	False	False	False	False
CPTAC_COAD	polyps_present	auc	107	2	0.4308045977011494	0.0006927306094601	3	0.376551724137931	0.0030291842131492	26	0.0019230769230769232	0.00027624309392265195	0.11388571651080141	0.0019157753857002911	True	False	False	False
CPTAC_COAD	transcriptomic_subtype	spearman	85	1	0.3377506663494116	0.0015709472931957	4	0.2501686361561718	0.0209358713295654	26	0.0019230769230769232	0.00027624309392265195	0.4198899720197963	0.0030057051504846347	False	False	False	False
CPTAC_COAD	proteomic_subtype	spearman	88	1	0.3791964636997802	0.0002923197741984	3	0.563447506461785	1.3336411310954071e-08	26	0.0019230769230769232	0.00027624309392265195	0.4198899720197963	0.0019157753857002911	False	False	True	True
CPTAC_COAD	mutation_rate	spearman	106	5	0.5041654388443115	3.5924651304021635e-08	4	0.3816987736234705	5.409444989624285e-05	26	0.0019230769230769232	0.00027624309392265195	0.022073381313303907	0.0030057051504846347	True	True	False	False
CPTAC_COAD	vital.status	auc	108	5	0.4971428571428571	0.026555303691107	3	0.3399999999999999	0.1378199512850491	26	0.0019230769230769232	0.00027624309392265195	0.022073381313303907	0.0019157753857002911	False	False	False	False
CPTAC_COAD	tumor.status	auc	103	1	0.1889534883720931	0.2334158995478756	8	0.191860465116279	0.2262754972047882	26	0.0019230769230769232	0.00027624309392265195	0.4198899720197963	0.00037936094301508537	False	False	False	False
CPTAC_COAD	mutation_phenotype	auc	105	5	0.7191358024691357	9.8022050974327e-08	4	0.6152263374485596	5.124929061464344e-06	26	0.0019230769230769232	0.00027624309392265195	0.022073381313303907	0.0030057051504846347	True	True	True	True
CPTAC_COAD	stromalscore	spearman	106	1	0.7137818978764139	8.889781643976909e-18	3	0.8654910950449656	5.370987273828384e-33	26	0.0019230769230769232	0.00027624309392265195	0.4198899720197963	0.0019157753857002911	True	True	True	True
CPTAC_COAD	immunescore	spearman	106	1	0.4955084767110865	6.651975991504456e-08	3	0.6825352041715999	7.797960206755408e-16	26	0.0019230769230769232	0.00027624309392265195	0.4198899720197963	0.0019157753857002911	True	True	True	True
CPTAC_COAD	estimatescore	spearman	106	1	0.6492228631886541	5.1842109600084845e-14	3	0.8349900496259164	9.736801807472613e-29	26	0.0019230769230769232	0.00027624309392265195	0.4198899720197963	0.0019157753857002911	True	True	True	True
CPTAC_COAD	tumorpurity	spearman	106	1	0.6491086205744468	5.2546681230816793e-14	3	0.8348813131530461	1.0046387611587136e-28	26	0.0019230769230769232	0.00027624309392265195	0.4198899720197963	0.0019157753857002911	True	True	True	True
CPTAC_COAD	immunesubtype	spearman	106	5	0.469479299882261	3.839916228378422e-07	3	0.5830986923782001	5.434475051688762e-11	26	0.0019230769230769232	0.00027624309392265195	0.022073381313303907	0.0019157753857002911	True	True	True	True
CPTAC_COAD	cin	auc	105	1	0.5652173913043478	3.697795425657266e-05	3	0.5970307529162249	1.3124346661916646e-05	26	0.0019230769230769232	0.00027624309392265195	0.4198899720197963	0.0019157753857002911	True	True	True	True
